Name,Phone Number,Feedback,Message,Timestamp,Duration(s),Initial Spoken To,Follow-up Status,Followup Message,Followup Timestamp,Follow-up Count,Follow-up Spoken To
Success Real Estate,9080808020,Not Picked,,12-06-2025 11:53,299,,Not Picked,,01-07-2025 15:02,22,
Priya Real Estate,9940237575,Not Picked,,12-06-2025 12:12,72,,Not Picked,,01-07-2025 15:02,26,
ASD Housing Properties - New Office,9884122207,Not Interested,,12-06-2025 12:14,72,,Not Picked,,17-06-2025 12:38,128,
India Residential Online Services,8825686571,Follow Up,hemanth need to send details in whatsapp,12-06-2025 12:17,227,,Not Interested,no requirement,01-07-2025 15:04,77,
PRABHA HOMES,9884384589,Not Picked,,12-06-2025 12:18,52,,Not Picked,,01-07-2025 15:08,28,
Thai Homes,9500123456,Not Picked,switched off,12-06-2025 12:19,28,,Not Picked,,01-07-2025 15:04,41,
Green Future Realty,7305669998,Not Picked,,12-06-2025 12:20,73,,Not Picked,out of service,01-07-2025 15:07,31,
Kandha Properties,9499005584,Not Picked,,12-06-2025 12:31,622,,Follow Up,need to send details in wh if need will call back,01-07-2025 15:07,140,
Gain Property - Rahman Manzil,9444361426,Not Interested,,12-06-2025 14:42,0,,Not Interested,"no requirement , I don't have projects",17-06-2025 12:48,148,
NRK Realty,9840333645,Not Picked,,12-06-2025 15:04,44,,Not Picked,,01-07-2025 15:11,27,
Office space,9514200200,Not Interested,no requirement,12-06-2025 15:09,281,,Not Interested,no requirement,01-07-2025 15:10,25,
Om Mantra Real Estate,9513253071,Not Picked,,12-06-2025 15:11,146,,Not Picked,,17-06-2025 12:52,41,
Chennai Ambassadors,638397619,Not Picked,number invalid,12-06-2025 15:12,16,,,,,0,
Siva Murugan Real Estate Agency,9444166089,Not Picked,,12-06-2025 15:16,22,,Not Picked,,17-06-2025 12:55,73,
DRA Ascot,8754037828,Not Picked,,12-06-2025 15:23,360,,Not Picked,,01-07-2025 15:18,44,
DHANALAKSHMI REALESTATE,9940451551,Not Picked,,12-06-2025 15:23,12,,Not Picked,,17-06-2025 13:02,131,
Chennai Gated Community,9940614444,Not Picked,,12-06-2025 16:11,0,,Not Interested,no requirement,17-06-2025 13:03,54,
SuccessG Real Estate,9840596050,Not Interested,no requirement,12-06-2025 16:20,550,,Not Picked,,01-07-2025 15:12,34,
"PropScout Realtors Pvt Ltd,",7305985114,Not Interested,no requirement,12-06-2025 16:21,41,,Not Interested,no requirement,17-06-2025 13:06,81,
Sree Balaji Developer,9500006667,Not Picked,,12-06-2025 16:22,42,,Not Picked,,17-06-2025 13:05,60,
Sharpwell Realty,9841032153,Not Interested,,12-06-2025 16:24,144,,Not Picked,,01-07-2025 15:09,35,
Pinewood Property Consultants,9292426868,Not Picked,number invalid,12-06-2025 16:25,26,,Not Picked,,01-07-2025 15:10,26,
Y.N.G Property developers,9841275292,Not Interested,no requirement,12-06-2025 16:25,35,,Not Picked,,01-07-2025 15:09,25,
Sri Vaideeswara Xerox And Courier,9840610896,Not Picked,,12-06-2025 16:27,70,,Not Picked,,01-07-2025 15:15,58,
Valarpirai Real Estate,9841355159,Not Interested,no requirement,12-06-2025 16:28,92,,Not Interested,no requirement,01-07-2025 15:14,108,
SmartKlen,7904138469,Not Picked,no requirement,12-06-2025 16:30,80,,Not Picked,,01-07-2025 15:18,42,
VISHVA HOMES,9940675007,Not Picked,no requirement,12-06-2025 16:31,46,,Not Picked,,17-06-2025 13:10,19,
EMINENT ASSETS,9840893501,Not Picked,,12-06-2025 16:32,67,,Not Picked,,17-06-2025 13:10,41,
SB PROPERTIES AND CONSTRUCTION,9094466431,Follow Up,parthipan will discuss to his owner,12-06-2025 16:33,70,,Not Interested,no requirement,20-06-2025 17:25,36,
Villa Associates,9551441079,Not Interested,no requirement,12-06-2025 16:35,135,,Not Interested,no requirement now,17-06-2025 13:13,35,
Adhitri Homes Pvt Ltd.,9443764949,Not Interested,no requirement,12-06-2025 16:38,147,,Not Picked,no requirement,17-06-2025 13:14,43,
PrabhaDivyaHomes2go,7418693999,Not Interested,no requirement,12-06-2025 16:38,19,,,,,0,
MGP Balaji Nagar,7599975999,Not Interested,no requirement,12-06-2025 16:40,82,,Not Picked,no requirement,17-06-2025 13:14,32,
Green 7 Properties,7358098798,Not Interested,no requirement,12-06-2025 16:42,124,,Not Picked,,17-06-2025 13:15,24,
Arun Real Estate,9884485488,Not Interested,no requirement,12-06-2025 16:45,164,,Not Picked,,17-06-2025 13:15,10,
Shifteasy Private Limited,9150016970,Follow Up,7845143010- owner number need to send details in wh,12-06-2025 16:49,274,,Not Picked,,19-06-2025 16:00,39,
Zaara Realty,9170677067,Not Picked,,12-06-2025 16:51,71,,Not Interested,no requirement,17-06-2025 13:19,46,
Purva Somerset House,6364915257,Not Picked,,12-06-2025 16:53,123,,Not Picked,no requirement,17-06-2025 13:19,29,
G.V.T Real Estate & G.V.T Travels,9884576702,Not Picked,,12-06-2025 16:54,70,,Not Picked,,17-06-2025 13:33,819,
JMJ PROPERTIES CHENNAI INDIA,8925421892,Not Interested,no requirement,12-06-2025 16:55,54,,Not Picked,,01-07-2025 15:20,65,
Sky Home Enterprises Real estate company,9384031017,Not Picked,,12-06-2025 16:56,75,,Not Picked,,17-06-2025 13:34,41,
PropLeaf Realty Tech Pvt LtdÆ?,9952666269,Not Picked,,12-06-2025 16:57,39,,Not Interested,no requirement,01-07-2025 15:17,47,
Dee Star Properties,9884654766,Interested,karthik do 15 days free trial,13-06-2025 10:05,287,,,,,0,
Sakthi Real Estate,8939082237,Not Picked,,13-06-2025 10:06,64,,,,,0,
Unity Real Estate builders and developers,9840733003,Not Picked,,13-06-2025 10:11,301,,,,,0,
Radiance Garnet,7824000070,Follow Up,need to call front office - 04443470970,13-06-2025 10:13,127,,Not Picked,,20-06-2025 17:16,15,
Saradeuz Ivy Garden,7667400500,Not Picked,,13-06-2025 10:13,24,,,,,0,
Live Homes India - LIVEHOMES.in (No.1 Trusted Builder Property Site),9551683364,Not Interested,no requirement,13-06-2025 10:16,120,,Not Picked,,01-07-2025 15:16,26,
MAGARAM PROPERTIES,9566057193,Follow Up,karthik need to send details in wh,13-06-2025 10:18,131,,Not Picked,,20-06-2025 17:17,43,
Sekaran Realities,9841038808,Not Picked,,13-06-2025 10:18,21,,,,,0,
"Sekaran Foundations | Home Builders & Developers in Perumbakkam, Chennai",8939100011,Not Interested,,13-06-2025 10:20,86,,,,,0,
Brigade Morgan Heights,8056221188,Follow Up,need to call 600-8041379200 boardline number,13-06-2025 10:24,227,,Not Interested,telecommunication team,20-06-2025 17:18,46,
Sumangali Properties Private Limited,8870899977,Not Picked,,13-06-2025 10:30,350,,,,,0,
Knockturn Private Limited,9080779358,Not Picked,,13-06-2025 10:31,83,,,,,0,
24K Realtors Corporate Office,8838053254,Follow Up,mariyappan need to send details in wh,13-06-2025 10:33,120,,Not Picked,,20-06-2025 17:19,89,
Xposedbrick Realty,9500150725,Not Interested,"no requirement now, no projects",13-06-2025 10:35,92,,,,,0,
Sree Sai real estate,9952048835,Follow Up,he is in meeting need to send details in wh,13-06-2025 10:37,112,,Not Picked,,20-06-2025 17:21,104,
Vintage Realtors & Promoters,9884997474,Not Picked,,13-06-2025 10:38,76,,,,,0,
Alagar Real Estate,9840517525,Follow Up,henis driving need to send details in wh,13-06-2025 10:40,88,,Not Picked,,20-06-2025 17:22,62,
Swastikk Builedrs,9841621365,Follow Up,"need to send details in wh , address he will check the screen",13-06-2025 10:43,219,,Not Picked,,20-06-2025 17:24,89,
G Square Synergy,8939540008,Not Picked,,13-06-2025 10:45,60,,Not Picked,,16-06-2025 15:05,165,
Malles Aashira,9003122052,Not Picked,switched off,13-06-2025 10:46,64,,,,,0,
Honour Housing,7299995090,Follow Up,Balaji need to send details in wh,13-06-2025 10:48,128,,Not Picked,,20-06-2025 17:25,39,
Ap photo stories,90030 35733,follow up,need time for posters,,,,,,,,
Magudam Foods,883 829 2557,,,,,,,,,,
SR ESTATES,9841436766,Not Picked,,16-06-2025 11:05,77,,,,,0,
CORE FUTURE REALTY,9884108410,Not Picked,,16-06-2025 11:08,193,,,,,0,
5 STAR REAL ESTATE,8122993656,Follow Up,sivaraj need to send details in wh,16-06-2025 11:12,137,,Not Interested,no requirement,19-06-2025 15:17,84,
Phoebe Real Estates,9787070223,Not Picked,,16-06-2025 11:13,93,,,,,0,
CRORE SERVICES,9789074466,Not Interested,no requirement,16-06-2025 11:15,79,,Not Interested,no requirement,02-07-2025 10:42,44,
JK Property Management and Realty services,9840990509,Not Picked,,16-06-2025 11:17,122,,,,,0,
Krish Realty,9384600877,Not Picked,,16-06-2025 11:17,29,,,,,0,
Dreams India Housing & Properties,7092011666,Not Picked,,16-06-2025 11:20,170,,,,,0,
ROMAA HOUSING,9364533333,Follow Up,need to send details in wh,16-06-2025 11:25,267,,Not Interested,,19-06-2025 15:42,1469,
Veedu Realty,7305484493,Not Picked,switched off,16-06-2025 11:25,24,,,,,0,
Casagrand Tudor,9962944444,Follow Up,need to call 8001780017 marketing team number,16-06-2025 11:27,69,,Not Interested,cascagrad tele marketing team,19-06-2025 15:43,55,
Casagrand Crescendo,9962922222,Not Picked,,16-06-2025 11:27,14,,,,,0,
Prosperty Real Estate,9500013446,Not Picked,,16-06-2025 11:28,53,,,,,0,
PROPERTICKS REALTY INFO PRIVATE LIMITED,9087788555,Follow Up,"busy , will call later",16-06-2025 11:29,55,,Not Picked,,20-06-2025 17:02,206,
Propertism Realty Advisors LLP,8667020798,Not Interested,no requirement if need will call back,16-06-2025 11:30,87,,,,,0,
Bhoomathy Real,9444047505,Follow Up,singaraja need to send details in wh,16-06-2025 11:33,162,,Follow Up,need to call next week,25-06-2025 15:25,78,
Chennai Real Promoters Pvt Ltd,9941902220,Not Picked,,16-06-2025 11:34,18,,,,,0,
Celeste at Brigade Xanadu,7395969777,Not Picked,,16-06-2025 11:34,19,,,,,0,
SMS Property Developers,9884552222,Not Picked,,16-06-2025 11:34,25,,,,,0,
Dream Homes Property Developers Private Limited,9003182311,Not Picked,,16-06-2025 11:35,19,,,,,0,
JDS Properties,9840288565,Not Picked,number is invalid,16-06-2025 11:36,32,,,,,0,
Serene Realty,7094934588,Follow Up,"selva ganesh need to send details in wh , will refer another business",16-06-2025 11:39,190,,Not Interested,he will call back if need,20-06-2025 17:07,150,
Truehomes24,8825553678,Follow Up,follow up need to send details in wh,16-06-2025 11:40,76,,Not Picked,,20-06-2025 17:08,56,
Vow Props,9092866996,Follow Up,sathish need to call after some time,16-06-2025 11:49,522,,Not Picked,,25-06-2025 15:27,79,
INSTAPROP REALTY INDIA,7550046736,Not Picked,,16-06-2025 11:50,77,,,,,0,
"Elite Realtors - RERA Registered Real Estate Agent in Chennai & Property Consultant in Anna nagar, Chennair",9840833750,Follow Up,"he is in driving, will call later",16-06-2025 11:52,70,,Not Picked,,20-06-2025 17:16,57,
Chennai Prop Experts,9551552000,Not Picked,,16-06-2025 11:53,59,,,,,0,
NVR Real Estate,8870777774,Not Picked,,16-06-2025 11:54,61,,,,,0,
Color Zone Events,97900 76670,Interested,,,,,,,,,
PRR HOMES,9444083398,Not Picked,,17-06-2025 12:52,131,,,,,0,
Chennai Ambassadors,6383976198,Not Picked,,17-06-2025 12:53,18,,Not Picked,,01-07-2025 15:12,17,
SEYON REALTY,7358886630,Not Picked,,17-06-2025 13:12,43,,,,,0,
Praptham Realtors Private Limit,9789681033,Not Picked,,17-06-2025 13:35,49,,Not Picked,,01-07-2025 15:22,90,
Shifteasy Private Limited,7845143010,Not Picked,,17-06-2025 15:38,96,,Not Picked,,20-06-2025 17:26,49,
DC Hand Made Products,7904883526,interested,,,,,,,,0,
Galaxy Property Consultancy,9444958106,Not Interested,"no requirement now , if need will call back",18-06-2025 10:08,109,,,,,0,
APPASWAMY REAL ESTATES,7401701909,Not Picked,,18-06-2025 10:08,22,,,,,0,
VETRIVEL REAL ESTATE,7448624791,Not Picked,,18-06-2025 10:18,596,,,,,0,
Adroit Prosper,9566299999,Not Interested,"no requirement , we are tele communicating team",18-06-2025 10:20,82,,,,,0,
OMR Rentals,9381882226,Follow Up,kathiravan need to send details in wh,18-06-2025 10:35,287,,Not Picked,,21-06-2025 13:35,44,
OMR Guest House Siruseri Chennai,7824031555,Follow Up,Srikanth need to details in wh,18-06-2025 10:54,1124,,Not Picked,,21-06-2025 13:36,10,
Unicorn Promoters/Interiors/Construction,8754476333,Not Interested,no requirement,18-06-2025 10:55,42,,,,,0,
88propertiesinfo,9710537506,Not Interested,no requirement,18-06-2025 10:55,45,,,,,0,
S M HOMES,9003062766,Not Picked,,18-06-2025 10:57,111,,,,,0,
Kannan,9514487662,Not Picked,,18-06-2025 13:49,27,,,,,0,
Nithish,9677236176,Not Picked,,18-06-2025 13:50,39,,,,,0,
Hi,8610500527,Not Picked,,18-06-2025 13:51,37,,,,,0,
hi,9043488194,Not Picked,,18-06-2025 13:51,40,,,,,0,
hi,8015286598,Not Picked,,18-06-2025 13:52,41,,,,,0,
hi,9789784566,Follow Up,Suganya need to details in wh,18-06-2025 13:54,125,,Not Interested,no requirement,20-06-2025 16:07,44,
hi,9629172158,Not Picked,,18-06-2025 13:56,63,,,,,0,
hi,8891722937,Follow Up,need to send details in wh,18-06-2025 14:00,252,,Not Picked,,21-06-2025 13:37,47,
hi,8122924058,Not Picked,,18-06-2025 14:00,28,,,,,0,
hi,9944291166,Follow Up,need to send details in wh,18-06-2025 14:03,124,,Not Picked,,21-06-2025 13:38,66,
hi,9790717598,Not Picked,,18-06-2025 14:03,21,,,,,0,
hi,9003548804,Not Picked,,18-06-2025 14:04,40,,,,,0,
hi,7708869957,Follow Up,Mohammed need to send details in wh,18-06-2025 14:06,103,,Not Picked,,21-06-2025 13:39,62,
hi,7904707208,Not Interested,"no requirement, I don't have any business",18-06-2025 14:08,129,,,,,0,
A.S.Premkumarüî¶,9582774887,Not Interested,"no requirement, operating in village",18-06-2025 14:11,167,,,,,0,
Aadhithya D,8056603178,Not Interested,no requirement,18-06-2025 14:12,50,,,,,0,
aaditya,6300745029,Follow Up,"need to send details in wh , adhitiya",18-06-2025 14:13,97,,Not Picked,,21-06-2025 13:40,41,
Aarkaa,9629233489,Not Picked,,18-06-2025 14:14,40,,,,,0,
AarthiüïäÔ∏è,9566523403,Not Picked,,18-06-2025 14:15,63,,,,,0,
Abhinay Reddy,9884459009,Not Picked,,18-06-2025 14:17,133,,,,,0,
Abinayaa A,7824088556,Not Picked,,18-06-2025 14:18,34,,,,,0,
Abishek MSD,8667791632,Interested,will check,18-06-2025 14:27,540,,Interested,abishek will register today,25-06-2025 15:22,158,
Ajanthan Aji,9003913046,Not Picked,,18-06-2025 14:28,34,,,,,0,
Ajeeth Kumar,9945610428,Not Picked,,18-06-2025 14:29,31,,,,,0,
Aji,9597311089,Not Picked,,18-06-2025 14:29,50,,,,,0,
Ajith Selvarju,8012308008,Follow Up,ajith need to send details in wh,18-06-2025 14:31,78,,Not Interested,no requirement,19-06-2025 14:58,35,
AK,7010527956,Not Interested,"no requirement , they are in Krishnagiri",18-06-2025 14:34,167,,,,,0,
Akash Devil,9790702749,Not Picked,,18-06-2025 14:34,28,,,,,0,
Akshayan,9361539596,Not Interested,no requirement,18-06-2025 14:36,80,,,,,0,
alaksandarjesus,9042013581,Not Interested,no requirement,18-06-2025 14:38,113,,,,,0,
AM,9080499338,Not Picked,,18-06-2025 14:39,65,,,,,0,
Ambikapathi Perumal,9003304521,Not Picked,,18-06-2025 14:39,28,,,,,0,
Amit Vaishnav,9884455605,Follow Up,amith need to send details in wh,18-06-2025 14:42,156,,Not Interested,"no requirement now, we don't have website",20-06-2025 16:47,282,
Anand Balakrishnan,6385185029,Not Interested,no requirement,18-06-2025 14:44,92,,,,,0,
Anand Mathews,8148369687,Not Picked,,18-06-2025 14:45,65,,,,,0,
Annapoorani,9500846807,Not Picked,,18-06-2025 15:15,41,,,,,0,
Anuradha Balaji,9940542355,Not Picked,,18-06-2025 15:16,40,,,,,0,
Aravinth,9080538853,Not Picked,,18-06-2025 15:17,24,,,,,0,
Archana,9344181912,Not Interested,no requirement,18-06-2025 15:19,140,,,,,0,
Arockia Praveen,9944582603,Not Picked,,18-06-2025 15:19,12,,,,,0,
Arun Kumar Durairaj,8408803322,Not Interested,"no requirement, but need to send details wh",18-06-2025 15:23,191,,,,,0,
Arun Nair,8138946622,Not Picked,,18-06-2025 15:24,56,,,,,0,
Ashique üçâ,9600048104,Not Picked,,18-06-2025 15:24,42,,,,,0,
ashish,7305100807,Not Interested,no requirement,18-06-2025 15:26,83,,,,,0,
Asok Raaja,9894104077,Follow Up,asok need to send details in wh,18-06-2025 15:28,135,,Not Picked,,21-06-2025 13:41,85,
B.Arumugapandian,9380523384,Not Interested,no requirement,18-06-2025 15:30,124,,,,,0,
Balaji,9345569691,Not Interested,no requirement for my business,18-06-2025 15:32,75,,,,,0,
Balaji Rethinavel,8667206747,Not Picked,,18-06-2025 15:32,34,,,,,0,
Balaji Suriyamoorthy,9655360055,Not Interested,,18-06-2025 15:36,237,,,,,0,
Balaji Vellingiri,9443504405,Not Picked,,18-06-2025 15:52,70,,,,,0,
Barath Ragul B,8807343445,Not Picked,,18-06-2025 15:53,44,,,,,0,
Baskar,8807733449,Not Interested,no requirement,18-06-2025 15:54,70,,,,,0,
Baskara Sethupathy,9445633381,Not Picked,,18-06-2025 15:55,43,,,,,0,
Baskaran Natraj,9578615544,Not Interested,no requirement,18-06-2025 15:56,61,,,,,0,
Bhaarathi Ilango,8870888634,Not Interested,no requirement,18-06-2025 15:57,40,,,,,0,
Bherav Jain,9789898982,Not Picked,,18-06-2025 15:58,50,,,,,0,
Binita,8550909886,Not Picked,,18-06-2025 15:58,16,,,,,0,
Boniface Pascalraj,9884342050,Not Interested,no requirement,18-06-2025 16:00,79,,,,,0,
Cüî´ Dany,9739486276,Not Picked,,18-06-2025 16:00,39,,,,,0,
Classique Celebrations,8977962221,Not Picked,,18-06-2025 16:01,28,,,,,0,
D D,9677096671,Not Picked,,18-06-2025 16:01,14,,,,,0,
Deepika,6369313010,Not Picked,,18-06-2025 16:02,38,,,,,0,
dhanushkaarkarunakaran,9952108212,Not Interested,no requirement,18-06-2025 16:03,59,,,,,0,
Dhinesh,7695818128,Not Interested,no requirement,18-06-2025 16:04,71,,,,,0,
Dinesh Arjuna,9597793085,Follow Up,need to send details in wh,18-06-2025 16:06,123,,Not Picked,,21-06-2025 13:42,39,
Dinesh k,8667002535,Not Interested,no requirement,18-06-2025 16:07,60,,,,,0,
Dinesh Kumar P,7010867598,Not Interested,,18-06-2025 16:08,42,,,,,0,
Diva‚ú®,9677156386,Not Picked,,18-06-2025 16:09,29,,,,,0,
Dr Senthilnathan,9894119040,Not Picked,,18-06-2025 16:09,8,,,,,0,
Dr. Venkatakrishnan G,9176663538,Not Picked,,18-06-2025 16:10,37,,,,,0,
Dr.Bharath Surya Vijay,9940750972,Not Picked,,18-06-2025 16:11,71,,,,,0,
Dream Learn Education,9944656602,Not Picked,,18-06-2025 16:12,25,,,,,0,
Dream Merchant,7410010020,Not Interested,no requirement,18-06-2025 16:13,55,,,,,0,
Ebin Joe CL,8754275427,Not Interested,no requirement,18-06-2025 16:13,48,,,,,0,
Fadhil,6382120455,Not Interested,no requirement,18-06-2025 16:24,641,,,,,0,
Fitness,9750043403,Not Picked,,18-06-2025 16:40,104,,,,,0,
G2,9884222309,Not Interested,no requirement,18-06-2025 16:41,90,,,,,0,
Garuda Intelligence,9363093431,Follow Up,need to send details in wh,18-06-2025 16:43,86,,Not Picked,,21-06-2025 13:43,40,
Gautham Palaniswamy,8754804242,Not Picked,,18-06-2025 16:44,47,,,,,0,
God Is Greatü§ùüëçüôèüëèüëè,7305107148,Not Picked,,18-06-2025 16:45,47,,,,,0,
GOKUL,6369727885,Follow Up,he will call back tomorrow,18-06-2025 16:46,105,,Not Picked,,21-06-2025 13:44,47,
Gokul GM,6369037872,Not Interested,no requirement,18-06-2025 16:48,61,,,,,0,
Green Village for healthy tomorrow,9366787999,Not Interested,no requirement,18-06-2025 16:49,68,,,,,0,
Guhan N,9962777997,Follow Up,need to send details in wh,18-06-2025 16:50,85,,Not Interested,if need will call back,20-06-2025 16:58,62,
Guru,9003199056,Not Interested,no requirement,18-06-2025 16:52,76,,,,,0,
Guru Prasannaa,8778229889,Not Interested,no requirement,18-06-2025 16:54,108,,,,,0,
Attain Desire Interiors,6379117223,Not Picked,,19-06-2025 10:09,42,,,,,0,
"DHANRAJ DECORS (Stickers & Display boards) - Window Blinds,Window Curtains,3D Wallpaper",9840779067,Follow Up,renu will informed to owner,19-06-2025 10:11,109,,Not Picked,,21-06-2025 13:00,54,
SG Interior,9080786189,Follow Up,need to send details in wh,19-06-2025 10:17,375,,Not Picked,,23-06-2025 15:32,406,
Home Dec interiors,9677288992,Not Interested,no requirement,19-06-2025 10:18,23,,,,,0,
